parent,state_code,state,category,term,state_percentage,state_percentage_label,state_term_percentage_label,state_term_percentage
origin,GA,Georgia,Health,community support services,0.0944,9.44%,3.6%,0.036
origin,GA,Georgia,Health,discounted healthcare,0.0944,9.44%,1.26%,0.0126
origin,GA,Georgia,Health,mental health evaluation,0.0944,9.44%,1.13%,0.0113
origin,GA,Georgia,Health,health,0.0944,9.44%,2.45%,0.0245
origin,GA,Georgia,Health,disability benefits,0.0944,9.44%,4.14%,0.0414
origin,GA,Georgia,Health,help pay for healthcare,0.0944,9.44%,8.4%,0.084
origin,GA,Georgia,Health,vision care,0.0944,9.44%,2.51%,0.0251
origin,GA,Georgia,Health,prescription assistance,0.0944,9.44%,4.87%,0.0487
origin,GA,Georgia,Health,in-home support,0.0944,9.44%,3.95%,0.0395
origin,GA,Georgia,Health,primary care,0.0944,9.44%,1.24%,0.0124
origin,GA,Georgia,Health,mental health care,0.0944,9.44%,4.38%,0.0438
origin,GA,Georgia,Health,parenting education,0.0944,9.44%,1.13%,0.0113
origin,GA,Georgia,Health,dental care,0.0944,9.44%,9.51%,0.0951
origin,GA,Georgia,Health,residential treatment,0.0944,9.44%,2%,0.02
origin,GA,Georgia,Health,health insurance,0.0944,9.44%,2.74%,0.0274
origin,GA,Georgia,Health,individual counseling,0.0944,9.44%,2.38%,0.0238
origin,GA,Georgia,Health,health education,0.0944,9.44%,1.5%,0.015
origin,GA,Georgia,Health,end-of-life care,0.0944,9.44%,1.22%,0.0122
origin,GA,Georgia,Transit,help pay for transit,0.0611,6.11%,10.03%,0.1003
origin,GA,Georgia,Transit,help pay for gas,0.0611,6.11%,10.4%,0.104
origin,GA,Georgia,Transit,bus passes,0.0611,6.11%,6.86%,0.0686
origin,GA,Georgia,Transit,transit,0.0611,6.11%,1.28%,0.0128
origin,GA,Georgia,Transit,transportation for healthcare,0.0611,6.11%,24.4%,0.244
origin,GA,Georgia,Transit,transportation,0.0611,6.11%,40.7%,0.407
origin,GA,Georgia,Transit,help pay for transportation,0.0611,6.11%,1.34%,0.0134
origin,GA,Georgia,Education,tutoring,0.0232,2.32%,2.79%,0.0279
origin,GA,Georgia,Education,supported employment,0.0232,2.32%,11.28%,0.1128
origin,GA,Georgia,Education,alternative education,0.0232,2.32%,2.72%,0.0272
origin,GA,Georgia,Education,early childhood intervention,0.0232,2.32%,1.09%,0.0109
origin,GA,Georgia,Education,special education,0.0232,2.32%,2.26%,0.0226
origin,GA,Georgia,Education,computer class,0.0232,2.32%,5.64%,0.0564
origin,GA,Georgia,Education,ged/high-school equivalency,0.0232,2.32%,6.88%,0.0688
origin,GA,Georgia,Education,skills assessment,0.0232,2.32%,1.92%,0.0192
origin,GA,Georgia,Education,more education,0.0232,2.32%,7.66%,0.0766
origin,GA,Georgia,Education,skills & training,0.0232,2.32%,11.54%,0.1154
origin,GA,Georgia,Education,education,0.0232,2.32%,2.85%,0.0285
origin,GA,Georgia,Education,basic literacy,0.0232,2.32%,1.53%,0.0153
origin,GA,Georgia,Education,help find school,0.0232,2.32%,3.8%,0.038
origin,GA,Georgia,Education,specialized training,0.0232,2.32%,11.53%,0.1153
origin,GA,Georgia,Education,english as a second language (esl),0.0232,2.32%,22.29%,0.2229
origin,GA,Georgia,Housing,housing vouchers,0.3416,34.16%,3.9%,0.039
origin,GA,Georgia,Housing,help pay for utilities,0.3416,34.16%,19.24%,0.1924
origin,GA,Georgia,Housing,long-term housing,0.3416,34.16%,2.37%,0.0237
origin,GA,Georgia,Housing,help find housing,0.3416,34.16%,9.99%,0.0999
origin,GA,Georgia,Housing,residential housing,0.3416,34.16%,2.15%,0.0215
origin,GA,Georgia,Housing,help pay for housing,0.3416,34.16%,28.53%,0.2853
origin,GA,Georgia,Housing,short-term housing,0.3416,34.16%,2.02%,0.0202
origin,GA,Georgia,Housing,help pay for internet or phone,0.3416,34.16%,3.13%,0.0313
origin,GA,Georgia,Housing,housing,0.3416,34.16%,3.53%,0.0353
origin,GA,Georgia,Housing,temporary shelter,0.3416,34.16%,9.72%,0.0972
origin,GA,Georgia,Housing,maintenance & repairs,0.3416,34.16%,3.69%,0.0369
origin,GA,Georgia,Care,physical safety,0.0483,4.83%,1.31%,0.0131
origin,GA,Georgia,Care,preschool,0.0483,4.83%,1.45%,0.0145
origin,GA,Georgia,Care,bereavement,0.0483,4.83%,4.09%,0.0409
origin,GA,Georgia,Care,mentoring,0.0483,4.83%,2.39%,0.0239
origin,GA,Georgia,Care,head start,0.0483,4.83%,3.51%,0.0351
origin,GA,Georgia,Care,adult daycare,0.0483,4.83%,2.56%,0.0256
origin,GA,Georgia,Care,peer support,0.0483,4.83%,1.22%,0.0122
origin,GA,Georgia,Care,residential care,0.0483,4.83%,1.99%,0.0199
origin,GA,Georgia,Care,disaster response,0.0483,4.83%,1.52%,0.0152
origin,GA,Georgia,Care,support groups,0.0483,4.83%,18.35%,0.1835
origin,GA,Georgia,Care,adoption & foster care,0.0483,4.83%,1.45%,0.0145
origin,GA,Georgia,Care,daytime care,0.0483,4.83%,2.05%,0.0205
origin,GA,Georgia,Care,care,0.0483,4.83%,2.77%,0.0277
origin,GA,Georgia,Care,recreation,0.0483,4.83%,1.57%,0.0157
origin,GA,Georgia,Care,relief for caregivers,0.0483,4.83%,2.36%,0.0236
origin,GA,Georgia,Care,day camp,0.0483,4.83%,1.4%,0.014
origin,GA,Georgia,Care,after school care,0.0483,4.83%,1.42%,0.0142
origin,GA,Georgia,Care,animal welfare,0.0483,4.83%,9.28%,0.0928
origin,GA,Georgia,Care,case management,0.0483,4.83%,2.33%,0.0233
origin,GA,Georgia,Care,burial & funeral help,0.0483,4.83%,4.3%,0.043
origin,GA,Georgia,Care,childcare,0.0483,4.83%,4.19%,0.0419
origin,GA,Georgia,Care,support network,0.0483,4.83%,7.76%,0.0776
origin,GA,Georgia,Care,navigating the system,0.0483,4.83%,3.73%,0.0373
origin,GA,Georgia,Goods,furniture,0.0444,4.44%,10.73%,0.1073
origin,GA,Georgia,Goods,supplies for school,0.0444,4.44%,2.62%,0.0262
origin,GA,Georgia,Goods,home goods,0.0444,4.44%,5.19%,0.0519
origin,GA,Georgia,Goods,assistive technology,0.0444,4.44%,2.78%,0.0278
origin,GA,Georgia,Goods,goods,0.0444,4.44%,1.86%,0.0186
origin,GA,Georgia,Goods,clothing,0.0444,4.44%,22.41%,0.2241
origin,GA,Georgia,Goods,toys & gifts,0.0444,4.44%,10.85%,0.1085
origin,GA,Georgia,Goods,clothes for work,0.0444,4.44%,1.19%,0.0119
origin,GA,Georgia,Goods,personal care items,0.0444,4.44%,3.67%,0.0367
origin,GA,Georgia,Goods,efficient appliances,0.0444,4.44%,1.85%,0.0185
origin,GA,Georgia,Goods,baby supplies,0.0444,4.44%,9.27%,0.0927
origin,GA,Georgia,Goods,support & service animals,0.0444,4.44%,1.28%,0.0128
origin,GA,Georgia,Goods,baby clothes,0.0444,4.44%,3.01%,0.0301
origin,GA,Georgia,Goods,clothing vouchers,0.0444,4.44%,1.94%,0.0194
origin,GA,Georgia,Goods,books,0.0444,4.44%,1.07%,0.0107
origin,GA,Georgia,Goods,diapers & formula,0.0444,4.44%,9.43%,0.0943
origin,GA,Georgia,Goods,personal safety,0.0444,4.44%,2.72%,0.0272
origin,GA,Georgia,Legal,translation & interpretation,0.0117,1.17%,3.57%,0.0357
origin,GA,Georgia,Legal,legal aid,0.0117,1.17%,1.16%,0.0116
origin,GA,Georgia,Legal,legal,0.0117,1.17%,4.8%,0.048
origin,GA,Georgia,Legal,workplace rights,0.0117,1.17%,3.93%,0.0393
origin,GA,Georgia,Legal,advocacy & legal aid,0.0117,1.17%,31.24%,0.3124
origin,GA,Georgia,Legal,guardianship,0.0117,1.17%,1.62%,0.0162
origin,GA,Georgia,Legal,identification recovery,0.0117,1.17%,7.9%,0.079
origin,GA,Georgia,Legal,discrimination & civil rights,0.0117,1.17%,5.42%,0.0542
origin,GA,Georgia,Legal,mediation,0.0117,1.17%,3.7%,0.037
origin,GA,Georgia,Legal,citizenship & immigration,0.0117,1.17%,10.67%,0.1067
origin,GA,Georgia,Legal,representation,0.0117,1.17%,20.42%,0.2042
"",GU,Guam,origin,origin,0,"","",0
origin,GU,Guam,Other,financial hardships due to cancer,0.0885,8.85%,1.27%,0.0127
origin,GU,Guam,Other,ayuda foundation,0.0885,8.85%,1.91%,0.0191
origin,GU,Guam,Other,vital,0.0885,8.85%,2.55%,0.0255
origin,GU,Guam,Other,"camuning, guam food",0.0885,8.85%,2.55%,0.0255
origin,GU,Guam,Other,komen,0.0885,8.85%,1.27%,0.0127
origin,GU,Guam,Other,finical assistance,0.0885,8.85%,4.46%,0.0446
origin,GU,Guam,Other,free flights guam to hawaii,0.0885,8.85%,2.55%,0.0255
origin,GU,Guam,Other,grant,0.0885,8.85%,1.91%,0.0191
origin,GU,Guam,Other,simplified renewal form,0.0885,8.85%,1.27%,0.0127
origin,GU,Guam,Other,"assistance for financial ,medical,prescription, nu",0.0885,8.85%,1.91%,0.0191
origin,GU,Guam,Other,colorectal cancer,0.0885,8.85%,1.27%,0.0127
origin,GU,Guam,Other,lost identification recovery assistance,0.0885,8.85%,3.18%,0.0318
origin,GU,Guam,Other,family shelter guam,0.0885,8.85%,3.82%,0.0382
origin,GU,Guam,Other,969¹5,0.0885,8.85%,1.91%,0.0191
origin,GU,Guam,Other,transportation funding,0.0885,8.85%,4.46%,0.0446
origin,GU,Guam,Other,selma schimmel vital grant,0.0885,8.85%,1.27%,0.0127
origin,GU,Guam,Other,guam,0.0885,8.85%,17.2%,0.172
origin,GU,Guam,Other,samfund grant,0.0885,8.85%,1.27%,0.0127
origin,GU,Guam,Other,near homeless,0.0885,8.85%,1.27%,0.0127
origin,GU,Guam,Other,teacher resources,0.0885,8.85%,1.27%,0.0127
origin,GU,Guam,Other,need help paying my rent,0.0885,8.85%,1.91%,0.0191
origin,GU,Guam,Other,debt credit,0.0885,8.85%,3.82%,0.0382
origin,GU,Guam,Other,guam financial assistance program,0.0885,8.85%,1.27%,0.0127
origin,GU,Guam,Other,guam -> veterans,0.0885,8.85%,5.1%,0.051
origin,GU,Guam,Other,assistance,0.0885,8.85%,1.91%,0.0191
origin,GU,Guam,Food,nutrition education,0.1228,12.28%,2.29%,0.0229
origin,GU,Guam,Food,food delivery,0.1228,12.28%,9.17%,0.0917
origin,GU,Guam,Food,emergency food,0.1228,12.28%,29.36%,0.2936
origin,GU,Guam,Food,help pay for food,0.1228,12.28%,16.51%,0.1651
origin,GU,Guam,Food,food pantry,0.1228,12.28%,23.39%,0.2339
origin,GU,Guam,Food,meals,0.1228,12.28%,4.13%,0.0413
origin,GU,Guam,Food,government food benefits,0.1228,12.28%,15.14%,0.1514
origin,GU,Guam,Goods,personal safety,0.0293,2.93%,11.54%,0.1154
origin,GU,Guam,Goods,personal care items,0.0293,2.93%,13.46%,0.1346
origin,GU,Guam,Goods,assistive technology,0.0293,2.93%,3.85%,0.0385
origin,GU,Guam,Goods,diapers & formula,0.0293,2.93%,15.38%,0.1538
origin,GU,Guam,Goods,toys & gifts,0.0293,2.93%,13.46%,0.1346
origin,GU,Guam,Goods,home goods,0.0293,2.93%,11.54%,0.1154
origin,GU,Guam,Goods,clothing,0.0293,2.93%,15.38%,0.1538
origin,GU,Guam,Goods,wheelchair,0.0293,2.93%,3.85%,0.0385
origin,GU,Guam,Goods,computer,0.0293,2.93%,1.92%,0.0192
origin,GU,Guam,Goods,books,0.0293,2.93%,3.85%,0.0385
origin,GU,Guam,Goods,baby supplies,0.0293,2.93%,5.77%,0.0577
origin,GU,Guam,Care,recreation,0.0276,2.76%,14.29%,0.1429
origin,GU,Guam,Care,daytime care,0.0276,2.76%,2.04%,0.0204
origin,GU,Guam,Care,childcare,0.0276,2.76%,4.08%,0.0408
origin,GU,Guam,Care,peer recovery coaching,0.0276,2.76%,4.08%,0.0408
origin,GU,Guam,Care,day camp,0.0276,2.76%,2.04%,0.0204
origin,GU,Guam,Care,adoption & foster care,0.0276,2.76%,4.08%,0.0408
origin,GU,Guam,Care,disaster response,0.0276,2.76%,6.12%,0.0612
origin,GU,Guam,Care,burial & funeral help,0.0276,2.76%,8.16%,0.0816
origin,GU,Guam,Care,relief for caregivers,0.0276,2.76%,4.08%,0.0408
origin,GU,Guam,Care,adoption planning,0.0276,2.76%,6.12%,0.0612
origin,GU,Guam,Care,death,0.0276,2.76%,10.2%,0.102
origin,GU,Guam,Care,immediate safety,0.0276,2.76%,2.04%,0.0204
origin,GU,Guam,Care,elder care,0.0276,2.76%,10.2%,0.102
origin,GU,Guam,Care,animal welfare,0.0276,2.76%,2.04%,0.0204
origin,GU,Guam,Care,disaster relief,0.0276,2.76%,4.08%,0.0408
origin,GU,Guam,Care,care,0.0276,2.76%,2.04%,0.0204
origin,GU,Guam,Care,case management,0.0276,2.76%,4.08%,0.0408
origin,GU,Guam,Care,bereavement,0.0276,2.76%,10.2%,0.102
origin,GU,Guam,Work,help find work,0.0101,1.01%,22.22%,0.2222
origin,GU,Guam,Work,job placement,0.0101,1.01%,66.67%,0.6667
origin,GU,Guam,Work,resume development,0.0101,1.01%,11.11%,0.1111
origin,GU,Guam,Legal,translation & interpretation,0.0113,1.13%,20%,0.2
origin,GU,Guam,Legal,citizenship & immigration,0.0113,1.13%,5%,0.05
origin,GU,Guam,Legal,workplace rights,0.0113,1.13%,40%,0.4
origin,GU,Guam,Legal,identification recovery,0.0113,1.13%,5%,0.05
origin,GU,Guam,Legal,discrimination & civil rights,0.0113,1.13%,5%,0.05
origin,GU,Guam,Legal,representation,0.0113,1.13%,10%,0.1
origin,GU,Guam,Legal,mediation,0.0113,1.13%,5%,0.05
origin,GU,Guam,Legal,advocacy & legal aid,0.0113,1.13%,10%,0.1
origin,GU,Guam,Transit,transportation,0.0462,4.62%,15.85%,0.1585
origin,GU,Guam,Transit,gas,0.0462,4.62%,1.22%,0.0122
origin,GU,Guam,Transit,transportation for healthcare,0.0462,4.62%,9.76%,0.0976
origin,GU,Guam,Transit,help pay for gas,0.0462,4.62%,28.05%,0.2805
origin,GU,Guam,Transit,car repair,0.0462,4.62%,4.88%,0.0488
origin,GU,Guam,Transit,bus passes,0.0462,4.62%,17.07%,0.1707
origin,GU,Guam,Transit,help pay for transit,0.0462,4.62%,23.17%,0.2317
origin,GU,Guam,Education,foreign languages,0.0192,1.92%,5.88%,0.0588
origin,GU,Guam,Education,skills & training,0.0192,1.92%,5.88%,0.0588
origin,GU,Guam,Education,specialized training,0.0192,1.92%,8.82%,0.0882
origin,GU,Guam,Education,supported employment,0.0192,1.92%,20.59%,0.2059
origin,GU,Guam,Education,screening & exams,0.0192,1.92%,5.88%,0.0588
origin,GU,Guam,Education,help find school,0.0192,1.92%,20.59%,0.2059
origin,GU,Guam,Education,ged/high-school equivalency,0.0192,1.92%,8.82%,0.0882
origin,GU,Guam,Education,tutoring,0.0192,1.92%,5.88%,0.0588
origin,GU,Guam,Education,disaster preparedness & response,0.0192,1.92%,2.94%,0.0294
origin,GU,Guam,Education,computer class,0.0192,1.92%,5.88%,0.0588
origin,GU,Guam,Education,skills assessment,0.0192,1.92%,2.94%,0.0294
origin,GU,Guam,Education,more education,0.0192,1.92%,2.94%,0.0294
origin,GU,Guam,Education,basic literacy,0.0192,1.92%,2.94%,0.0294
origin,GU,Guam,Money,financial education,0.2135,21.35%,1.32%,0.0132
origin,GU,Guam,Money,help pay for school,0.2135,21.35%,6.07%,0.0607
origin,GU,Guam,Money,financial assistance,0.2135,21.35%,31.4%,0.314
origin,GU,Guam,Money,help pay for childcare,0.2135,21.35%,1.85%,0.0185
origin,GU,Guam,Money,grants,0.2135,21.35%,2.9%,0.029
origin,GU,Guam,Money,unemployment benefits,0.2135,21.35%,3.43%,0.0343
origin,GU,Guam,Money,financial,0.2135,21.35%,2.37%,0.0237
origin,GU,Guam,Money,understand government programs,0.2135,21.35%,5.8%,0.058
origin,GU,Guam,Money,business loans,0.2135,21.35%,4.75%,0.0475
origin,GU,Guam,Money,government benefits,0.2135,21.35%,7.39%,0.0739
origin,GU,Guam,Money,help pay for car,0.2135,21.35%,2.64%,0.0264
origin,GU,Guam,Money,personal loans,0.2135,21.35%,9.76%,0.0976
origin,GU,Guam,Money,tax preparation,0.2135,21.35%,1.06%,0.0106
origin,GU,Guam,Money,help pay for work expenses,0.2135,21.35%,4.75%,0.0475
origin,GU,Guam,Money,financial aid & loans,0.2135,21.35%,12.14%,0.1214
origin,GU,Guam,Housing,long-term housing,0.3532,35.32%,2.07%,0.0207
origin,GU,Guam,Housing,maintenance & repairs,0.3532,35.32%,2.71%,0.0271
origin,GU,Guam,Housing,residential housing,0.3532,35.32%,2.07%,0.0207
origin,GU,Guam,Housing,health & safety,0.3532,35.32%,2.39%,0.0239
origin,GU,Guam,Housing,emergency shelter,0.3532,35.32%,1.75%,0.0175
origin,GU,Guam,Housing,rent help,0.3532,35.32%,2.07%,0.0207
origin,GU,Guam,Housing,help pay for housing,0.3532,35.32%,28.71%,0.2871
origin,GU,Guam,Housing,help pay for internet or phone,0.3532,35.32%,4.47%,0.0447
origin,GU,Guam,Housing,help find housing,0.3532,35.32%,8.45%,0.0845
origin,GU,Guam,Housing,temporary shelter,0.3532,35.32%,13.08%,0.1308
origin,GU,Guam,Housing,help pay for utilities,0.3532,35.32%,24.56%,0.2456
origin,GU,Guam,Housing,housing vouchers,0.3532,35.32%,1.75%,0.0175
origin,GU,Guam,Health,help pay for healthcare,0.0783,7.83%,11.51%,0.1151
origin,GU,Guam,Health,community support services,0.0783,7.83%,2.16%,0.0216
origin,GU,Guam,Health,prescription assistance,0.0783,7.83%,7.19%,0.0719
origin,GU,Guam,Health,health education,0.0783,7.83%,4.32%,0.0432
origin,GU,Guam,Health,help find healthcare,0.0783,7.83%,3.6%,0.036
origin,GU,Guam,Health,disability benefits,0.0783,7.83%,11.51%,0.1151
origin,GU,Guam,Health,hiv treatment,0.0783,7.83%,2.16%,0.0216
origin,GU,Guam,Health,mental health evaluation,0.0783,7.83%,2.88%,0.0288
origin,GU,Guam,Health,dental care,0.0783,7.83%,12.23%,0.1223
origin,GU,Guam,Health,funeral,0.0783,7.83%,2.16%,0.0216
origin,GU,Guam,Health,parenting education,0.0783,7.83%,1.44%,0.0144
origin,GU,Guam,Health,counseling,0.0783,7.83%,1.44%,0.0144
origin,GU,Guam,Health,health insurance,0.0783,7.83%,5.04%,0.0504
origin,GU,Guam,Health,medical supplies,0.0783,7.83%,2.88%,0.0288
origin,GU,Guam,Health,primary care,0.0783,7.83%,1.44%,0.0144
origin,GU,Guam,Health,addiction & recovery,0.0783,7.83%,2.16%,0.0216
origin,GU,Guam,Health,end-of-life care,0.0783,7.83%,1.44%,0.0144
origin,GU,Guam,Health,vision care,0.0783,7.83%,5.04%,0.0504
origin,GU,Guam,Health,funeral assistance,0.0783,7.83%,2.16%,0.0216
"",HI,Hawaii,origin,origin,0,"","",0
origin,HI,Hawaii,Food,nutrition education,0.1758,17.58%,2.7%,0.027
origin,HI,Hawaii,Food,food pantry,0.1758,17.58%,60.95%,0.6095
origin,HI,Hawaii,Food,government food benefits,0.1758,17.58%,3.97%,0.0397
origin,HI,Hawaii,Food,emergency food,0.1758,17.58%,5.14%,0.0514
origin,HI,Hawaii,Food,food delivery,0.1758,17.58%,11.85%,0.1185
origin,HI,Hawaii,Food,meals,0.1758,17.58%,5.75%,0.0575
origin,HI,Hawaii,Food,help pay for food,0.1758,17.58%,6.42%,0.0642
origin,HI,Hawaii,Food,food,0.1758,17.58%,1.95%,0.0195
origin,HI,Hawaii,Work,job training,0.0087,0.87%,2.05%,0.0205
origin,HI,Hawaii,Work,help find work,0.0087,0.87%,59.76%,0.5976
origin,HI,Hawaii,Work,employment,0.0087,0.87%,1.06%,0.0106
origin,HI,Hawaii,Work,resume development,0.0087,0.87%,3.42%,0.0342
origin,HI,Hawaii,Work,job placement,0.0087,0.87%,29.16%,0.2916
origin,HI,Hawaii,Work,interview training,0.0087,0.87%,2.28%,0.0228
origin,HI,Hawaii,Housing,help pay for utilities,0.1989,19.89%,18.91%,0.1891
origin,HI,Hawaii,Housing,low income home energy assistance program (liheap),0.1989,19.89%,1.39%,0.0139
origin,HI,Hawaii,Housing,housing advice,0.1989,19.89%,1.35%,0.0135
origin,HI,Hawaii,Housing,housing,0.1989,19.89%,2.28%,0.0228
origin,HI,Hawaii,Housing,long-term housing,0.1989,19.89%,3.33%,0.0333
origin,HI,Hawaii,Housing,short-term housing,0.1989,19.89%,1.78%,0.0178
origin,HI,Hawaii,Housing,housing vouchers,0.1989,19.89%,3.72%,0.0372
origin,HI,Hawaii,Housing,public housing,0.1989,19.89%,1.31%,0.0131
origin,HI,Hawaii,Housing,residential housing,0.1989,19.89%,2.67%,0.0267
origin,HI,Hawaii,Housing,independent living,0.1989,19.89%,1.19%,0.0119
origin,HI,Hawaii,Housing,maintenance & repairs,0.1989,19.89%,2.75%,0.0275
origin,HI,Hawaii,Housing,help find housing,0.1989,19.89%,9.57%,0.0957
origin,HI,Hawaii,Housing,help pay for internet or phone,0.1989,19.89%,4.76%,0.0476
origin,HI,Hawaii,Housing,temporary shelter,0.1989,19.89%,14.27%,0.1427
origin,HI,Hawaii,Housing,help pay for housing,0.1989,19.89%,22%,0.22
origin,HI,Hawaii,Transit,transportation,0.0468,4.68%,43.87%,0.4387
origin,HI,Hawaii,Transit,help pay for transit,0.0468,4.68%,16.51%,0.1651
origin,HI,Hawaii,Transit,transit,0.0468,4.68%,1.36%,0.0136
origin,HI,Hawaii,Transit,transportation for healthcare,0.0468,4.68%,17.24%,0.1724
origin,HI,Hawaii,Transit,help pay for gas,0.0468,4.68%,10.89%,0.1089
origin,HI,Hawaii,Transit,bus passes,0.0468,4.68%,7%,0.07
origin,HI,Hawaii,Money,understand government programs,0.124,12.4%,1.63%,0.0163
origin,HI,Hawaii,Money,loans,0.124,12.4%,1.75%,0.0175
origin,HI,Hawaii,Money,help pay for school,0.124,12.4%,6.89%,0.0689
origin,HI,Hawaii,Money,help pay for car,0.124,12.4%,5.01%,0.0501
origin,HI,Hawaii,Money,financial assistance,0.124,12.4%,50.91%,0.5091
origin,HI,Hawaii,Money,financial aid & loans,0.124,12.4%,5.38%,0.0538
origin,HI,Hawaii,Money,personal loans,0.124,12.4%,3.62%,0.0362
origin,HI,Hawaii,Money,help pay for childcare,0.124,12.4%,2.54%,0.0254
origin,HI,Hawaii,Money,insurance,0.124,12.4%,1.25%,0.0125
origin,HI,Hawaii,Money,financial education,0.124,12.4%,5.05%,0.0505
origin,HI,Hawaii,Money,tax preparation,0.124,12.4%,1.09%,0.0109
origin,HI,Hawaii,Money,government benefits,0.124,12.4%,6.93%,0.0693
origin,HI,Hawaii,Money,help pay for work expenses,0.124,12.4%,2.08%,0.0208
origin,HI,Hawaii,Education,more education,0.0515,5.15%,50.49%,0.5049
origin,HI,Hawaii,Education,english as a second language (esl),0.0515,5.15%,2.46%,0.0246
origin,HI,Hawaii,Education,ged/high-school equivalency,0.0515,5.15%,2.95%,0.0295
origin,HI,Hawaii,Education,help find school,0.0515,5.15%,2.1%,0.021
origin,HI,Hawaii,Education,screening & exams,0.0515,5.15%,2.9%,0.029
origin,HI,Hawaii,Education,alternative education,0.0515,5.15%,1.51%,0.0151
origin,HI,Hawaii,Education,supported employment,0.0515,5.15%,3.36%,0.0336
origin,HI,Hawaii,Education,skills & training,0.0515,5.15%,26.97%,0.2697
origin,HI,Hawaii,Education,computer class,0.0515,5.15%,1.29%,0.0129
origin,HI,Hawaii,Education,specialized training,0.0515,5.15%,3.1%,0.031
origin,HI,Hawaii,Care,support groups,0.1282,12.82%,7.93%,0.0793
origin,HI,Hawaii,Care,physical safety,0.1282,12.82%,3.49%,0.0349
origin,HI,Hawaii,Care,navigating the system,0.1282,12.82%,18.79%,0.1879
origin,HI,Hawaii,Care,preschool,0.1282,12.82%,1.94%,0.0194
origin,HI,Hawaii,Care,burial & funeral help,0.1282,12.82%,3.22%,0.0322
origin,HI,Hawaii,Care,residential care,0.1282,12.82%,1.96%,0.0196
origin,HI,Hawaii,Care,animal welfare,0.1282,12.82%,3.06%,0.0306
origin,HI,Hawaii,Care,daytime care,0.1282,12.82%,3.6%,0.036
origin,HI,Hawaii,Care,recreation,0.1282,12.82%,1.27%,0.0127
origin,HI,Hawaii,Care,support network,0.1282,12.82%,41.97%,0.4197
origin,HI,Hawaii,Care,case management,0.1282,12.82%,1.89%,0.0189
origin,HI,Hawaii,Other,renter assistance,0.0508,5.08%,1.43%,0.0143
origin,HI,Hawaii,Other,youth development,0.0508,5.08%,1.26%,0.0126
origin,HI,Hawaii,Health,vision care,0.156,15.6%,1.36%,0.0136
origin,HI,Hawaii,Health,end-of-life care,0.156,15.6%,5.49%,0.0549
origin,HI,Hawaii,Health,sexual and reproductive health,0.156,15.6%,1.88%,0.0188
origin,HI,Hawaii,Health,mental health care,0.156,15.6%,9.47%,0.0947
origin,HI,Hawaii,Health,addiction & recovery,0.156,15.6%,3.07%,0.0307
origin,HI,Hawaii,Health,prescription assistance,0.156,15.6%,1.4%,0.014
origin,HI,Hawaii,Health,dental care,0.156,15.6%,2.95%,0.0295
origin,HI,Hawaii,Health,disability benefits,0.156,15.6%,1.84%,0.0184
origin,HI,Hawaii,Health,medical supplies,0.156,15.6%,7.11%,0.0711
origin,HI,Hawaii,Health,help pay for healthcare,0.156,15.6%,13.36%,0.1336
origin,HI,Hawaii,Health,in-home support,0.156,15.6%,2.64%,0.0264
origin,HI,Hawaii,Health,medical care,0.156,15.6%,15.96%,0.1596
origin,HI,Hawaii,Health,health education,0.156,15.6%,10.85%,0.1085
origin,HI,Hawaii,Health,community support services,0.156,15.6%,5.44%,0.0544
origin,HI,Hawaii,Goods,clothing vouchers,0.0411,4.11%,3.05%,0.0305
origin,HI,Hawaii,Goods,assistive technology,0.0411,4.11%,2.63%,0.0263
origin,HI,Hawaii,Goods,personal safety,0.0411,4.11%,3.4%,0.034
origin,HI,Hawaii,Goods,personal care items,0.0411,4.11%,3.16%,0.0316
origin,HI,Hawaii,Goods,toys & gifts,0.0411,4.11%,15.36%,0.1536
origin,HI,Hawaii,Goods,diapers & formula,0.0411,4.11%,6.87%,0.0687
origin,HI,Hawaii,Goods,clothing,0.0411,4.11%,22.93%,0.2293
origin,HI,Hawaii,Goods,support & service animals,0.0411,4.11%,1.36%,0.0136
origin,HI,Hawaii,Goods,books,0.0411,4.11%,1.65%,0.0165
origin,HI,Hawaii,Goods,clothes for work,0.0411,4.11%,1.4%,0.014
origin,HI,Hawaii,Goods,home goods,0.0411,4.11%,13.52%,0.1352
origin,HI,Hawaii,Goods,furniture,0.0411,4.11%,5.37%,0.0537
origin,HI,Hawaii,Goods,supplies for school,0.0411,4.11%,3.89%,0.0389
origin,HI,Hawaii,Goods,baby supplies,0.0411,4.11%,5.34%,0.0534
origin,HI,Hawaii,Goods,efficient appliances,0.0411,4.11%,1.08%,0.0108
origin,HI,Hawaii,Legal,workplace rights,0.0182,1.82%,9.12%,0.0912
origin,HI,Hawaii,Legal,advocacy & legal aid,0.0182,1.82%,56.7%,0.567
origin,HI,Hawaii,Legal,identification recovery,0.0182,1.82%,1.49%,0.0149
origin,HI,Hawaii,Legal,guardianship,0.0182,1.82%,1.02%,0.0102
origin,HI,Hawaii,Legal,translation & interpretation,0.0182,1.82%,8.61%,0.0861
origin,HI,Hawaii,Legal,mediation,0.0182,1.82%,5.05%,0.0505
origin,HI,Hawaii,Legal,discrimination & civil rights,0.0182,1.82%,3.09%,0.0309
origin,HI,Hawaii,Legal,representation,0.0182,1.82%,9.37%,0.0937
origin,HI,Hawaii,Legal,citizenship & immigration,0.0182,1.82%,3.52%,0.0352
"",IA,Iowa,origin,origin,0,"","",0
