parent,state_code,state,category,term,state_percentage,state_percentage_label,state_term_percentage_label,state_term_percentage
origin,DE,Delaware,Food,food delivery,0.1293,12.93%,9.98%,0.0998
origin,DE,Delaware,Food,meals,0.1293,12.93%,5.24%,0.0524
origin,DE,Delaware,Work,help find work,0.0123,1.23%,47.18%,0.4718
origin,DE,Delaware,Work,job placement,0.0123,1.23%,38.57%,0.3857
origin,DE,Delaware,Work,resume development,0.0123,1.23%,1.8%,0.018
origin,DE,Delaware,Work,employment,0.0123,1.23%,6.42%,0.0642
origin,DE,Delaware,Work,interview training,0.0123,1.23%,1.52%,0.0152
origin,DE,Delaware,Work,work,0.0123,1.23%,1.31%,0.0131
origin,DE,Delaware,Legal,advocacy & legal aid,0.0118,1.18%,43.49%,0.4349
origin,DE,Delaware,Legal,translation & interpretation,0.0118,1.18%,6.19%,0.0619
origin,DE,Delaware,Legal,identification recovery,0.0118,1.18%,1.77%,0.0177
origin,DE,Delaware,Legal,representation,0.0118,1.18%,15.44%,0.1544
origin,DE,Delaware,Legal,workplace rights,0.0118,1.18%,4.98%,0.0498
origin,DE,Delaware,Legal,legal,0.0118,1.18%,2.54%,0.0254
origin,DE,Delaware,Legal,mediation,0.0118,1.18%,4.5%,0.045
origin,DE,Delaware,Legal,citizenship & immigration,0.0118,1.18%,11.76%,0.1176
origin,DE,Delaware,Legal,legal aid,0.0118,1.18%,1.55%,0.0155
origin,DE,Delaware,Legal,discrimination & civil rights,0.0118,1.18%,3.5%,0.035
origin,DE,Delaware,Goods,furniture,0.0497,4.97%,10.48%,0.1048
origin,DE,Delaware,Goods,supplies for school,0.0497,4.97%,1.61%,0.0161
origin,DE,Delaware,Goods,personal care items,0.0497,4.97%,3.41%,0.0341
origin,DE,Delaware,Goods,home goods,0.0497,4.97%,5.17%,0.0517
origin,DE,Delaware,Goods,assistive technology,0.0497,4.97%,2.17%,0.0217
origin,DE,Delaware,Goods,baby clothes,0.0497,4.97%,2.38%,0.0238
origin,DE,Delaware,Goods,clothing,0.0497,4.97%,27.13%,0.2713
origin,DE,Delaware,Goods,efficient appliances,0.0497,4.97%,1.37%,0.0137
origin,DE,Delaware,Goods,toys & gifts,0.0497,4.97%,13.58%,0.1358
origin,DE,Delaware,Goods,diapers & formula,0.0497,4.97%,10.59%,0.1059
origin,DE,Delaware,Goods,support & service animals,0.0497,4.97%,1.7%,0.017
origin,DE,Delaware,Goods,personal safety,0.0497,4.97%,2.04%,0.0204
origin,DE,Delaware,Goods,baby supplies,0.0497,4.97%,10.02%,0.1002
origin,DE,Delaware,Education,tutoring,0.0276,2.76%,2.71%,0.0271
origin,DE,Delaware,Education,more education,0.0276,2.76%,38.86%,0.3886
origin,DE,Delaware,Education,supported employment,0.0276,2.76%,8.57%,0.0857
origin,DE,Delaware,Education,english as a second language (esl),0.0276,2.76%,2.52%,0.0252
origin,DE,Delaware,Education,skills & training,0.0276,2.76%,25.44%,0.2544
origin,DE,Delaware,Education,ged/high-school equivalency,0.0276,2.76%,2.23%,0.0223
origin,DE,Delaware,Education,specialized training,0.0276,2.76%,5.36%,0.0536
origin,DE,Delaware,Education,help find school,0.0276,2.76%,3.24%,0.0324
origin,DE,Delaware,Education,alternative education,0.0276,2.76%,1.08%,0.0108
origin,DE,Delaware,Education,computer class,0.0276,2.76%,3.04%,0.0304
origin,DE,Delaware,Education,screening & exams,0.0276,2.76%,1.97%,0.0197
origin,DE,Delaware,Health,medical supplies,0.1052,10.52%,5.43%,0.0543
origin,DE,Delaware,Health,disability benefits,0.1052,10.52%,1.61%,0.0161
origin,DE,Delaware,Health,addiction & recovery,0.1052,10.52%,2.57%,0.0257
origin,DE,Delaware,Health,in-home support,0.1052,10.52%,1.99%,0.0199
origin,DE,Delaware,Health,help pay for healthcare,0.1052,10.52%,11.61%,0.1161
origin,DE,Delaware,Health,vision care,0.1052,10.52%,2.64%,0.0264
origin,DE,Delaware,Health,community support services,0.1052,10.52%,4.15%,0.0415
origin,DE,Delaware,Health,counseling,0.1052,10.52%,1.49%,0.0149
origin,DE,Delaware,Health,individual counseling,0.1052,10.52%,1.24%,0.0124
origin,DE,Delaware,Health,mental health care,0.1052,10.52%,7.26%,0.0726
origin,DE,Delaware,Health,dental care,0.1052,10.52%,7.12%,0.0712
origin,DE,Delaware,Health,medical care,0.1052,10.52%,11.57%,0.1157
origin,DE,Delaware,Health,primary care,0.1052,10.52%,3.65%,0.0365
origin,DE,Delaware,Health,prescription assistance,0.1052,10.52%,2.92%,0.0292
origin,DE,Delaware,Health,sexual and reproductive health,0.1052,10.52%,1.12%,0.0112
origin,DE,Delaware,Health,health insurance,0.1052,10.52%,1.48%,0.0148
origin,DE,Delaware,Health,health education,0.1052,10.52%,7.41%,0.0741
origin,DE,Delaware,Health,end-of-life care,0.1052,10.52%,3.56%,0.0356
origin,DE,Delaware,Other,other,0.2602,26.02%,80.8%,0.808
origin,DE,Delaware,Housing,help pay for housing,0.2114,21.14%,19.68%,0.1968
origin,DE,Delaware,Housing,long-term housing,0.2114,21.14%,2.7%,0.027
origin,DE,Delaware,Housing,help pay for internet or phone,0.2114,21.14%,3.97%,0.0397
origin,DE,Delaware,Housing,temporary shelter,0.2114,21.14%,13.83%,0.1383
origin,DE,Delaware,Housing,housing,0.2114,21.14%,2.97%,0.0297
origin,DE,Delaware,Housing,help find housing,0.2114,21.14%,11.21%,0.1121
origin,DE,Delaware,Housing,residential housing,0.2114,21.14%,2.92%,0.0292
origin,DE,Delaware,Housing,short-term housing,0.2114,21.14%,2.65%,0.0265
origin,DE,Delaware,Housing,housing vouchers,0.2114,21.14%,4.96%,0.0496
origin,DE,Delaware,Housing,help pay for utilities,0.2114,21.14%,20.46%,0.2046
origin,DE,Delaware,Housing,maintenance & repairs,0.2114,21.14%,3.19%,0.0319
origin,DE,Delaware,Care,childcare,0.0681,6.81%,2.71%,0.0271
origin,DE,Delaware,Care,navigating the system,0.0681,6.81%,13.56%,0.1356
origin,DE,Delaware,Care,support groups,0.0681,6.81%,14.67%,0.1467
origin,DE,Delaware,Care,animal welfare,0.0681,6.81%,2.67%,0.0267
origin,DE,Delaware,Care,burial & funeral help,0.0681,6.81%,4.45%,0.0445
origin,DE,Delaware,Care,daytime care,0.0681,6.81%,2.72%,0.0272
origin,DE,Delaware,Care,residential care,0.0681,6.81%,2.16%,0.0216
origin,DE,Delaware,Care,bereavement,0.0681,6.81%,1.26%,0.0126
origin,DE,Delaware,Care,recreation,0.0681,6.81%,1.45%,0.0145
origin,DE,Delaware,Care,support network,0.0681,6.81%,35.68%,0.3568
origin,DE,Delaware,Care,physical safety,0.0681,6.81%,2.92%,0.0292
origin,DE,Delaware,Care,preschool,0.0681,6.81%,1.11%,0.0111
origin,DE,Delaware,Transit,car,0.044,4.4%,1.46%,0.0146
origin,DE,Delaware,Transit,bus passes,0.044,4.4%,10.85%,0.1085
origin,DE,Delaware,Transit,help pay for transit,0.044,4.4%,11.32%,0.1132
origin,DE,Delaware,Transit,help pay for gas,0.044,4.4%,7.5%,0.075
origin,DE,Delaware,Transit,transportation for healthcare,0.044,4.4%,20.9%,0.209
origin,DE,Delaware,Transit,transportation,0.044,4.4%,44.39%,0.4439
origin,DE,Delaware,Money,insurance,0.0805,8.05%,1.04%,0.0104
origin,DE,Delaware,Money,personal loans,0.0805,8.05%,4.32%,0.0432
origin,DE,Delaware,Money,tax preparation,0.0805,8.05%,1.48%,0.0148
origin,DE,Delaware,Money,financial education,0.0805,8.05%,3.27%,0.0327
origin,DE,Delaware,Money,help pay for childcare,0.0805,8.05%,2.51%,0.0251
origin,DE,Delaware,Money,financial assistance,0.0805,8.05%,46.06%,0.4606
origin,DE,Delaware,Money,help pay for work expenses,0.0805,8.05%,1.04%,0.0104
origin,DE,Delaware,Money,emergency payments,0.0805,8.05%,1.92%,0.0192
origin,DE,Delaware,Money,financial aid & loans,0.0805,8.05%,5.85%,0.0585
origin,DE,Delaware,Money,loans,0.0805,8.05%,1.1%,0.011
origin,DE,Delaware,Money,help pay for car,0.0805,8.05%,12.96%,0.1296
origin,DE,Delaware,Money,government benefits,0.0805,8.05%,5.27%,0.0527
origin,DE,Delaware,Money,help pay for school,0.0805,8.05%,4.79%,0.0479
origin,DE,Delaware,Money,understand government programs,0.0805,8.05%,2.21%,0.0221
"",FL,Florida,origin,origin,0,"","",0
origin,FL,Florida,Care,daytime care,0.0436,4.36%,2.14%,0.0214
origin,FL,Florida,Care,support network,0.0436,4.36%,6.16%,0.0616
origin,FL,Florida,Care,recreation,0.0436,4.36%,1.58%,0.0158
origin,FL,Florida,Care,case management,0.0436,4.36%,3.88%,0.0388
origin,FL,Florida,Care,peer support,0.0436,4.36%,1.14%,0.0114
origin,FL,Florida,Care,head start,0.0436,4.36%,2.4%,0.024
origin,FL,Florida,Care,animal welfare,0.0436,4.36%,6.8%,0.068
origin,FL,Florida,Care,bereavement,0.0436,4.36%,6.06%,0.0606
origin,FL,Florida,Care,adoption & foster care,0.0436,4.36%,1.38%,0.0138
origin,FL,Florida,Care,preschool,0.0436,4.36%,2.07%,0.0207
origin,FL,Florida,Care,disaster response,0.0436,4.36%,1.64%,0.0164
origin,FL,Florida,Care,relief for caregivers,0.0436,4.36%,3.01%,0.0301
origin,FL,Florida,Care,after school care,0.0436,4.36%,1.34%,0.0134
origin,FL,Florida,Care,residential care,0.0436,4.36%,1.63%,0.0163
origin,FL,Florida,Care,navigating the system,0.0436,4.36%,2.88%,0.0288
origin,FL,Florida,Care,mentoring,0.0436,4.36%,2.63%,0.0263
origin,FL,Florida,Care,childcare,0.0436,4.36%,3.57%,0.0357
origin,FL,Florida,Care,care,0.0436,4.36%,1.12%,0.0112
origin,FL,Florida,Care,adult daycare,0.0436,4.36%,4.71%,0.0471
origin,FL,Florida,Care,support groups,0.0436,4.36%,20.53%,0.2053
origin,FL,Florida,Care,burial & funeral help,0.0436,4.36%,4.08%,0.0408
origin,FL,Florida,Care,physical safety,0.0436,4.36%,1.01%,0.0101
origin,FL,Florida,Work,job placement,0.0106,1.06%,55.22%,0.5522
origin,FL,Florida,Work,work,0.0106,1.06%,1.53%,0.0153
origin,FL,Florida,Work,resume development,0.0106,1.06%,2.18%,0.0218
origin,FL,Florida,Work,help find work,0.0106,1.06%,35.82%,0.3582
origin,FL,Florida,Work,interview training,0.0106,1.06%,1.54%,0.0154
origin,FL,Florida,Health,individual counseling,0.0682,6.82%,1.68%,0.0168
origin,FL,Florida,Health,community support services,0.0682,6.82%,3.48%,0.0348
origin,FL,Florida,Health,in-home support,0.0682,6.82%,5.09%,0.0509
origin,FL,Florida,Health,counseling,0.0682,6.82%,2.4%,0.024
origin,FL,Florida,Health,outpatient treatment,0.0682,6.82%,1.72%,0.0172
origin,FL,Florida,Health,primary care,0.0682,6.82%,1.47%,0.0147
origin,FL,Florida,Health,residential treatment,0.0682,6.82%,1.62%,0.0162
origin,FL,Florida,Health,health insurance,0.0682,6.82%,3.07%,0.0307
origin,FL,Florida,Health,help pay for healthcare,0.0682,6.82%,7.75%,0.0775
origin,FL,Florida,Health,daily life skills,0.0682,6.82%,1.16%,0.0116
origin,FL,Florida,Health,prescription assistance,0.0682,6.82%,5.55%,0.0555
origin,FL,Florida,Health,health,0.0682,6.82%,1.02%,0.0102
origin,FL,Florida,Health,dental care,0.0682,6.82%,7.47%,0.0747
origin,FL,Florida,Health,medical supplies,0.0682,6.82%,5.17%,0.0517
origin,FL,Florida,Health,health education,0.0682,6.82%,1.51%,0.0151
origin,FL,Florida,Health,mental health evaluation,0.0682,6.82%,1.07%,0.0107
origin,FL,Florida,Health,exercise & fitness,0.0682,6.82%,1.15%,0.0115
origin,FL,Florida,Health,mental health care,0.0682,6.82%,4.13%,0.0413
origin,FL,Florida,Health,end-of-life care,0.0682,6.82%,1.04%,0.0104
origin,FL,Florida,Health,psychiatric emergency services,0.0682,6.82%,1.45%,0.0145
origin,FL,Florida,Health,vision care,0.0682,6.82%,2.34%,0.0234
origin,FL,Florida,Health,medical care,0.0682,6.82%,3.13%,0.0313
origin,FL,Florida,Health,disability benefits,0.0682,6.82%,4.22%,0.0422
origin,FL,Florida,Money,financial assistance,0.0651,6.51%,39.93%,0.3993
origin,FL,Florida,Money,help pay for school,0.0651,6.51%,2.54%,0.0254
origin,FL,Florida,Money,personal loans,0.0651,6.51%,6.3%,0.063
origin,FL,Florida,Money,emergency payments,0.0651,6.51%,2.96%,0.0296
origin,FL,Florida,Money,financial education,0.0651,6.51%,1.37%,0.0137
origin,FL,Florida,Money,unemployment benefits,0.0651,6.51%,2.07%,0.0207
origin,FL,Florida,Money,help pay for work expenses,0.0651,6.51%,1.47%,0.0147
origin,FL,Florida,Money,government benefits,0.0651,6.51%,3.95%,0.0395
origin,FL,Florida,Money,money,0.0651,6.51%,1.17%,0.0117
origin,FL,Florida,Money,help pay for childcare,0.0651,6.51%,4.9%,0.049
origin,FL,Florida,Money,business loans,0.0651,6.51%,1.36%,0.0136
origin,FL,Florida,Money,financial aid & loans,0.0651,6.51%,7.98%,0.0798
origin,FL,Florida,Money,help pay for car,0.0651,6.51%,12.69%,0.1269
origin,FL,Florida,Money,tax preparation,0.0651,6.51%,1.63%,0.0163
origin,FL,Florida,Money,understand government programs,0.0651,6.51%,2.76%,0.0276
origin,FL,Florida,Goods,baby clothes,0.0376,3.76%,2.64%,0.0264
origin,FL,Florida,Goods,personal care items,0.0376,3.76%,4.12%,0.0412
origin,FL,Florida,Goods,efficient appliances,0.0376,3.76%,1.89%,0.0189
origin,FL,Florida,Goods,clothes for school,0.0376,3.76%,1.49%,0.0149
origin,FL,Florida,Goods,support & service animals,0.0376,3.76%,1.57%,0.0157
origin,FL,Florida,Goods,clothing,0.0376,3.76%,22.19%,0.2219
origin,FL,Florida,Goods,personal safety,0.0376,3.76%,2.85%,0.0285
origin,FL,Florida,Goods,furniture,0.0376,3.76%,11.04%,0.1104
origin,FL,Florida,Goods,assistive technology,0.0376,3.76%,2.47%,0.0247
origin,FL,Florida,Goods,supplies for school,0.0376,3.76%,2.5%,0.025
origin,FL,Florida,Goods,clothing vouchers,0.0376,3.76%,2.1%,0.021
origin,FL,Florida,Goods,home goods,0.0376,3.76%,3.45%,0.0345
origin,FL,Florida,Goods,clothes for work,0.0376,3.76%,1.5%,0.015
origin,FL,Florida,Goods,toys & gifts,0.0376,3.76%,9.85%,0.0985
origin,FL,Florida,Goods,diapers & formula,0.0376,3.76%,12.19%,0.1219
origin,FL,Florida,Goods,baby supplies,0.0376,3.76%,8.86%,0.0886
origin,FL,Florida,Legal,identification recovery,0.0101,1.01%,3.37%,0.0337
origin,FL,Florida,Legal,legal aid,0.0101,1.01%,1.07%,0.0107
origin,FL,Florida,Legal,guardianship,0.0101,1.01%,3.8%,0.038
origin,FL,Florida,Legal,translation & interpretation,0.0101,1.01%,3.52%,0.0352
origin,FL,Florida,Legal,notary,0.0101,1.01%,2.02%,0.0202
origin,FL,Florida,Legal,representation,0.0101,1.01%,19.94%,0.1994
origin,FL,Florida,Legal,advocacy & legal aid,0.0101,1.01%,25.09%,0.2509
origin,FL,Florida,Legal,mediation,0.0101,1.01%,3.11%,0.0311
origin,FL,Florida,Legal,legal,0.0101,1.01%,2.3%,0.023
origin,FL,Florida,Legal,discrimination & civil rights,0.0101,1.01%,4.61%,0.0461
origin,FL,Florida,Legal,workplace rights,0.0101,1.01%,4.32%,0.0432
origin,FL,Florida,Legal,citizenship & immigration,0.0101,1.01%,22.09%,0.2209
origin,FL,Florida,Food,meals,0.1556,15.56%,4.69%,0.0469
origin,FL,Florida,Food,emergency food,0.1556,15.56%,7.15%,0.0715
origin,FL,Florida,Food,help pay for food,0.1556,15.56%,5.66%,0.0566
origin,FL,Florida,Food,food,0.1556,15.56%,1.59%,0.0159
origin,FL,Florida,Food,government food benefits,0.1556,15.56%,5.31%,0.0531
origin,FL,Florida,Food,food delivery,0.1556,15.56%,9.69%,0.0969
origin,FL,Florida,Food,nutrition education,0.1556,15.56%,1.12%,0.0112
origin,FL,Florida,Food,food pantry,0.1556,15.56%,63.13%,0.6313
origin,FL,Florida,Other,"food pantry, food delivery, emergency food, nutrition education, transportation, medical supplies, medical safety, help find housing, housing advice, maintenance & repair, residential housing, addiction & recovery, mental health care, end of life car",0.3009,30.09%,2.63%,0.0263
origin,FL,Florida,Other,other,0.3009,30.09%,75.74%,0.7574
origin,FL,Florida,Transit,bus passes,0.0449,4.49%,9.54%,0.0954
origin,FL,Florida,Transit,car,0.0449,4.49%,2.06%,0.0206
origin,FL,Florida,Transit,transportation for healthcare,0.0449,4.49%,24.11%,0.2411
origin,FL,Florida,Transit,transportation,0.0449,4.49%,39.35%,0.3935
origin,FL,Florida,Transit,transportation for school,0.0449,4.49%,1.19%,0.0119
origin,FL,Florida,Transit,help pay for transit,0.0449,4.49%,8.88%,0.0888
origin,FL,Florida,Transit,help pay for gas,0.0449,4.49%,11.37%,0.1137
origin,FL,Florida,Education,skills & training,0.0186,1.86%,8.26%,0.0826
origin,FL,Florida,Education,supported employment,0.0186,1.86%,13.33%,0.1333
origin,FL,Florida,Education,tutoring,0.0186,1.86%,6.5%,0.065
origin,FL,Florida,Education,specialized training,0.0186,1.86%,10.79%,0.1079
origin,FL,Florida,Education,special education,0.0186,1.86%,4.28%,0.0428
origin,FL,Florida,Education,more education,0.0186,1.86%,6.63%,0.0663
origin,FL,Florida,Education,alternative education,0.0186,1.86%,2.77%,0.0277
origin,FL,Florida,Education,english as a second language (esl),0.0186,1.86%,20.26%,0.2026
origin,FL,Florida,Education,skills assessment,0.0186,1.86%,1.66%,0.0166
origin,FL,Florida,Education,early childhood intervention,0.0186,1.86%,1.11%,0.0111
origin,FL,Florida,Education,help find school,0.0186,1.86%,4.02%,0.0402
origin,FL,Florida,Education,basic literacy,0.0186,1.86%,1.16%,0.0116
origin,FL,Florida,Education,ged/high-school equivalency,0.0186,1.86%,6.68%,0.0668
origin,FL,Florida,Education,computer class,0.0186,1.86%,7.55%,0.0755
origin,FL,Florida,Housing,temporary shelter,0.2448,24.48%,12.49%,0.1249
origin,FL,Florida,Housing,residential housing,0.2448,24.48%,2.3%,0.023
origin,FL,Florida,Housing,short-term housing,0.2448,24.48%,3.46%,0.0346
origin,FL,Florida,Housing,housing vouchers,0.2448,24.48%,4.5%,0.045
origin,FL,Florida,Housing,help find housing,0.2448,24.48%,11.34%,0.1134
origin,FL,Florida,Housing,help pay for housing,0.2448,24.48%,25.82%,0.2582
origin,FL,Florida,Housing,help pay for internet or phone,0.2448,24.48%,2.8%,0.028
origin,FL,Florida,Housing,long-term housing,0.2448,24.48%,3.01%,0.0301
origin,FL,Florida,Housing,maintenance & repairs,0.2448,24.48%,3.03%,0.0303
origin,FL,Florida,Housing,housing,0.2448,24.48%,1.72%,0.0172
origin,FL,Florida,Housing,help pay for utilities,0.2448,24.48%,16.98%,0.1698
"",FM,Federated States of Micronesia,origin,origin,0,"","",0
origin,FM,Federated States of Micronesia,Goods,diapers & formula,0.1333,13.33%,100%,1
origin,FM,Federated States of Micronesia,Food,government food benefits,0.0667,6.67%,100%,1
origin,FM,Federated States of Micronesia,Other,free grant writers,0.4,40%,100%,1
origin,FM,Federated States of Micronesia,Health,adoption counseling,0.3333,33.33%,20%,0.2
origin,FM,Federated States of Micronesia,Health,12-step,0.3333,33.33%,20%,0.2
origin,FM,Federated States of Micronesia,Health,prescription assistance,0.3333,33.33%,60%,0.6
origin,FM,Federated States of Micronesia,Work,interview training,0.0667,6.67%,100%,1
"",GA,Georgia,origin,origin,0,"","",0
origin,GA,Georgia,Money,help pay for school,0.0783,7.83%,2.51%,0.0251
origin,GA,Georgia,Money,emergency payments,0.0783,7.83%,6.87%,0.0687
origin,GA,Georgia,Money,help pay for childcare,0.0783,7.83%,3.44%,0.0344
origin,GA,Georgia,Money,personal loans,0.0783,7.83%,5.31%,0.0531
origin,GA,Georgia,Money,understand government programs,0.0783,7.83%,2.36%,0.0236
origin,GA,Georgia,Money,financial aid & loans,0.0783,7.83%,6.43%,0.0643
origin,GA,Georgia,Money,money,0.0783,7.83%,2.36%,0.0236
origin,GA,Georgia,Money,financial assistance,0.0783,7.83%,44.09%,0.4409
origin,GA,Georgia,Money,business loans,0.0783,7.83%,1.11%,0.0111
origin,GA,Georgia,Money,unemployment benefits,0.0783,7.83%,1.13%,0.0113
origin,GA,Georgia,Money,help pay for car,0.0783,7.83%,11.62%,0.1162
origin,GA,Georgia,Money,government benefits,0.0783,7.83%,3.51%,0.0351
origin,GA,Georgia,Money,help pay for work expenses,0.0783,7.83%,1.31%,0.0131
origin,GA,Georgia,Care,physical safety,0.0376,3.76%,1.31%,0.0131
origin,GA,Georgia,Care,preschool,0.0376,3.76%,1.45%,0.0145
origin,GA,Georgia,Care,adoption & foster care,0.0376,3.76%,1.45%,0.0145
origin,GA,Georgia,Care,daytime care,0.0376,3.76%,2.05%,0.0205
origin,GA,Georgia,Care,support groups,0.0376,3.76%,18.35%,0.1835
origin,GA,Georgia,Care,adult daycare,0.0376,3.76%,2.56%,0.0256
origin,GA,Georgia,Care,care,0.0376,3.76%,2.77%,0.0277
origin,GA,Georgia,Care,after school care,0.0376,3.76%,1.42%,0.0142
origin,GA,Georgia,Care,recreation,0.0376,3.76%,1.57%,0.0157
origin,GA,Georgia,Care,day camp,0.0376,3.76%,1.4%,0.014
origin,GA,Georgia,Care,relief for caregivers,0.0376,3.76%,2.36%,0.0236
origin,GA,Georgia,Care,disaster response,0.0376,3.76%,1.52%,0.0152
origin,GA,Georgia,Care,peer support,0.0376,3.76%,1.22%,0.0122
origin,GA,Georgia,Care,residential care,0.0376,3.76%,1.99%,0.0199
origin,GA,Georgia,Care,bereavement,0.0376,3.76%,4.09%,0.0409
origin,GA,Georgia,Care,mentoring,0.0376,3.76%,2.39%,0.0239
origin,GA,Georgia,Care,head start,0.0376,3.76%,3.51%,0.0351
origin,GA,Georgia,Care,case management,0.0376,3.76%,2.33%,0.0233
origin,GA,Georgia,Care,animal welfare,0.0376,3.76%,9.28%,0.0928
origin,GA,Georgia,Care,navigating the system,0.0376,3.76%,3.73%,0.0373
origin,GA,Georgia,Care,support network,0.0376,3.76%,7.76%,0.0776
origin,GA,Georgia,Care,childcare,0.0376,3.76%,4.19%,0.0419
origin,GA,Georgia,Care,burial & funeral help,0.0376,3.76%,4.3%,0.043
origin,GA,Georgia,Legal,translation & interpretation,0.0091,0.91%,3.57%,0.0357
origin,GA,Georgia,Legal,legal aid,0.0091,0.91%,1.16%,0.0116
origin,GA,Georgia,Legal,discrimination & civil rights,0.0091,0.91%,5.42%,0.0542
origin,GA,Georgia,Legal,legal,0.0091,0.91%,4.8%,0.048
origin,GA,Georgia,Legal,advocacy & legal aid,0.0091,0.91%,31.24%,0.3124
origin,GA,Georgia,Legal,identification recovery,0.0091,0.91%,7.9%,0.079
origin,GA,Georgia,Legal,guardianship,0.0091,0.91%,1.62%,0.0162
origin,GA,Georgia,Legal,workplace rights,0.0091,0.91%,3.93%,0.0393
origin,GA,Georgia,Legal,citizenship & immigration,0.0091,0.91%,10.67%,0.1067
origin,GA,Georgia,Legal,mediation,0.0091,0.91%,3.7%,0.037
origin,GA,Georgia,Legal,representation,0.0091,0.91%,20.42%,0.2042
origin,GA,Georgia,Goods,home goods,0.0346,3.46%,5.19%,0.0519
origin,GA,Georgia,Goods,furniture,0.0346,3.46%,10.73%,0.1073
origin,GA,Georgia,Goods,supplies for school,0.0346,3.46%,2.62%,0.0262
origin,GA,Georgia,Goods,personal care items,0.0346,3.46%,3.67%,0.0367
origin,GA,Georgia,Goods,clothing vouchers,0.0346,3.46%,1.94%,0.0194
origin,GA,Georgia,Goods,books,0.0346,3.46%,1.07%,0.0107
origin,GA,Georgia,Goods,goods,0.0346,3.46%,1.86%,0.0186
origin,GA,Georgia,Goods,assistive technology,0.0346,3.46%,2.78%,0.0278
origin,GA,Georgia,Goods,clothing,0.0346,3.46%,22.41%,0.2241
origin,GA,Georgia,Goods,toys & gifts,0.0346,3.46%,10.85%,0.1085
origin,GA,Georgia,Goods,support & service animals,0.0346,3.46%,1.28%,0.0128
origin,GA,Georgia,Goods,baby supplies,0.0346,3.46%,9.27%,0.0927
origin,GA,Georgia,Goods,efficient appliances,0.0346,3.46%,1.85%,0.0185
origin,GA,Georgia,Goods,clothes for work,0.0346,3.46%,1.19%,0.0119
origin,GA,Georgia,Goods,baby clothes,0.0346,3.46%,3.01%,0.0301
origin,GA,Georgia,Goods,diapers & formula,0.0346,3.46%,9.43%,0.0943
origin,GA,Georgia,Goods,personal safety,0.0346,3.46%,2.72%,0.0272
origin,GA,Georgia,Food,help pay for food,0.1326,13.26%,7.86%,0.0786
origin,GA,Georgia,Food,food delivery,0.1326,13.26%,11.38%,0.1138
origin,GA,Georgia,Food,emergency food,0.1326,13.26%,7.54%,0.0754
origin,GA,Georgia,Food,nutrition education,0.1326,13.26%,1.64%,0.0164
origin,GA,Georgia,Food,government food benefits,0.1326,13.26%,4.89%,0.0489
origin,GA,Georgia,Food,meals,0.1326,13.26%,4.85%,0.0485
origin,GA,Georgia,Food,food,0.1326,13.26%,2.72%,0.0272
origin,GA,Georgia,Food,food pantry,0.1326,13.26%,57.84%,0.5784
origin,GA,Georgia,Health,counseling,0.0735,7.35%,2.18%,0.0218
origin,GA,Georgia,Health,addiction & recovery,0.0735,7.35%,1.07%,0.0107
origin,GA,Georgia,Health,exercise & fitness,0.0735,7.35%,1.43%,0.0143
origin,GA,Georgia,Health,in-home support,0.0735,7.35%,3.95%,0.0395
origin,GA,Georgia,Health,prescription assistance,0.0735,7.35%,4.87%,0.0487
origin,GA,Georgia,Health,parenting education,0.0735,7.35%,1.13%,0.0113
origin,GA,Georgia,Health,outpatient treatment,0.0735,7.35%,2.24%,0.0224
origin,GA,Georgia,Health,medical supplies,0.0735,7.35%,4.52%,0.0452
origin,GA,Georgia,Health,health,0.0735,7.35%,2.45%,0.0245
origin,GA,Georgia,Health,disability benefits,0.0735,7.35%,4.14%,0.0414
origin,GA,Georgia,Health,primary care,0.0735,7.35%,1.24%,0.0124
origin,GA,Georgia,Health,vision care,0.0735,7.35%,2.51%,0.0251
origin,GA,Georgia,Health,help pay for healthcare,0.0735,7.35%,8.4%,0.084
origin,GA,Georgia,Health,mental health evaluation,0.0735,7.35%,1.13%,0.0113
origin,GA,Georgia,Health,discounted healthcare,0.0735,7.35%,1.26%,0.0126
origin,GA,Georgia,Health,medical care,0.0735,7.35%,3.18%,0.0318
origin,GA,Georgia,Health,community support services,0.0735,7.35%,3.6%,0.036
origin,GA,Georgia,Health,mental health care,0.0735,7.35%,4.38%,0.0438
origin,GA,Georgia,Health,individual counseling,0.0735,7.35%,2.38%,0.0238
origin,GA,Georgia,Health,health education,0.0735,7.35%,1.5%,0.015
origin,GA,Georgia,Health,health insurance,0.0735,7.35%,2.74%,0.0274
origin,GA,Georgia,Health,end-of-life care,0.0735,7.35%,1.22%,0.0122
origin,GA,Georgia,Health,residential treatment,0.0735,7.35%,2%,0.02
origin,GA,Georgia,Health,dental care,0.0735,7.35%,9.51%,0.0951
origin,GA,Georgia,Other,other,0.2906,29.06%,76.02%,0.7602
origin,GA,Georgia,Work,work,0.0118,1.18%,4.93%,0.0493
origin,GA,Georgia,Work,resume development,0.0118,1.18%,2.38%,0.0238
origin,GA,Georgia,Work,help find work,0.0118,1.18%,33.09%,0.3309
origin,GA,Georgia,Work,unemployment,0.0118,1.18%,2.12%,0.0212
origin,GA,Georgia,Work,employment,0.0118,1.18%,1.81%,0.0181
origin,GA,Georgia,Work,skills and training,0.0118,1.18%,4.97%,0.0497
origin,GA,Georgia,Work,job placement,0.0118,1.18%,47.19%,0.4719
origin,GA,Georgia,Work,interview training,0.0118,1.18%,1.4%,0.014
